Method,AURC,R@C20,R@C30,R@C40,R@C60,R@C80,C@R60,C@R64,C@R70,C@R75,C@R80
NoT,0.670944485659815,0.6578947368421053,0.6701754385964912,0.6736842105263158,0.6719298245614035,0.6710526315789473,0.028421052631578948,0.2431578947368421,1.0,1.0,1.0
TS,0.6723639637156966,0.6473684210526316,0.6771929824561403,0.6763157894736842,0.6754385964912281,0.6697368421052632,0.028421052631578948,0.26421052631578945,1.0,1.0,1.0
