Method,Accuracy,NLL,ECE,Brier
NoTS,0.7463157894736843,1.2792069321775246,0.17750680168511912,0.4254476045608243
TS,0.7463157894736843,0.7569147003407368,0.12764566813139924,0.3892583082286086
