Method,AURC,R@C20,R@C30,R@C40,R@C60,R@C80,C@R15,C@R20,C@R25,C@R30,C@R35
NoT,0.11143142632847244,0.052631578947368474,0.06315789473684208,0.07894736842105265,0.13157894736842102,0.1842105263157895,0.7210526315789474,0.8494736842105263,1.0,1.0,1.0
TS,0.10916423202818293,0.04210526315789476,0.05964912280701751,0.07894736842105265,0.12807017543859645,0.18157894736842106,0.7136842105263158,0.8610526315789474,1.0,1.0,1.0
