Method,Accuracy,NLL,ECE,Brier
NoTS,0.46421052631578946,2.4376925412054593,0.3593727193303754,0.8374424903449388
TS,0.46421052631578946,1.21292518083344,0.030972461999097027,0.6524470453272523
