Method,AURC,R@C20,R@C30,R@C40,R@C60,R@C80,C@R19,C@R24,C@R29,C@R34,C@R39
NoT,0.16189985220640946,0.08333333333333337,0.09999999999999998,0.12916666666666665,0.15833333333333333,0.23124999999999996,0.7066666666666667,0.855,1.0,1.0,1.0
TS,0.15777774579662748,0.06666666666666665,0.09444444444444444,0.125,0.15555555555555556,0.22499999999999998,0.71,0.8766666666666667,1.0,1.0,1.0
