Method,Accuracy,NLL,ECE,Brier
NoTS,0.6873684210526316,0.9399074431850989,0.21392696314703227,0.5009022628087176
TS,0.6873684210526316,0.8059531556113751,0.051994932985839126,0.4314093201220762
