R_target,tau,cov_cal,risk_cal,n_cal,cov_test,risk_test,n_test
0.21263157894736837,0.614377742701173,0.52,0.11538461538461542,26,0.5326315789473685,0.16403162055335974,506
0.2626315789473684,0.6123740803569562,0.52,0.11538461538461542,26,0.5357894736842105,0.16502946954813358,509
0.31263157894736837,0.6103704180127393,0.52,0.11538461538461542,26,0.5378947368421053,0.16634050880626228,511
0.36263157894736836,0.6083667556685224,0.52,0.11538461538461542,26,0.5431578947368421,0.16666666666666663,516
0.41263157894736835,0.6063630933243056,0.52,0.11538461538461542,26,0.5473684210526316,0.16538461538461535,520
