Method,Accuracy,NLL,ECE,Brier
NoTS,0.29888888888888887,1.4183357550376128,0.06443377758607084,0.7578866878262347
TS,0.29888888888888887,1.3842240571866957,0.033228298176273124,0.7470777957777133
