R_target,tau,cov_cal,risk_cal,n_cal,cov_test,risk_test,n_test
0.6011111111111112,0.34749129669145057,0.22,0.5454545454545454,22,0.20333333333333334,0.6612021857923498,183
0.6511111111111112,0.29758259020683603,0.61,0.5901639344262295,61,0.5777777777777777,0.6788461538461539,520
0.7011111111111111,0.29753065606897483,0.61,0.5901639344262295,61,0.5777777777777777,0.6788461538461539,520
0.7511111111111111,0.28641675056667776,0.78,0.6153846153846154,78,0.7288888888888889,0.6707317073170731,656
0.8011111111111111,0.28626094815309416,0.78,0.6153846153846154,78,0.7344444444444445,0.6686838124054463,661
