Method,Accuracy,NLL,ECE,Brier
NoTS,0.7466666666666667,1.2859699011389036,0.17666554032473675,0.42418345950517794
TS,0.7466666666666667,0.7249244187454867,0.07874319440752374,0.37382053509550345
