Method,AURC,R@C20,R@C30,R@C40,R@C60,R@C80,C@R15,C@R20,C@R25,C@R30,C@R35
NoT,0.11381842967681499,0.061111111111111116,0.07037037037037042,0.08611111111111114,0.13148148148148153,0.18333333333333335,0.7266666666666667,0.8488888888888889,1.0,1.0,1.0
TS,0.11101908529161533,0.0444444444444444,0.07037037037037042,0.08333333333333337,0.13148148148148153,0.18194444444444446,0.7155555555555555,0.8555555555555555,1.0,1.0,1.0
