R_target,tau,cov_cal,risk_cal,n_cal,cov_test,risk_test,n_test
0.43125,0.5711681297273954,0.16,0.25,32,0.16875,0.3037037037037037,135
0.48125,0.5704903820033023,0.16,0.25,32,0.16875,0.3037037037037037,135
0.53125,0.4022153042213197,0.6,0.44166666666666665,120,0.615,0.43292682926829273,492
0.58125,0.4017311987041103,0.6,0.44166666666666665,120,0.61625,0.43407707910750504,493
0.63125,0.35341746808661356,0.85,0.49411764705882355,170,0.79875,0.48669796557120504,639
